time,tl_id,chosen_action,pressure,upstream_sum,active_veh
956.0,J4,1,1,1,31
961.0,J1,1,4,4,34
961.0,J2,0,3,3,34
961.0,J3,1,2,2,34
961.0,J4,0,2,2,34
966.0,J1,2,3,3,32
966.0,J2,0,0,0,32
966.0,J3,1,0,0,32
966.0,J4,0,0,0,32
971.0,J1,2,2,2,31
971.0,J2,1,2,2,31
971.0,J3,3,1,1,31
971.0,J4,0,0,0,31
976.0,J1,3,2,2,33
976.0,J2,1,1,1,33
976.0,J3,3,1,1,33
976.0,J4,1,2,2,33
981.0,J1,3,2,2,32
981.0,J2,0,2,2,32
981.0,J3,1,3,3,32
981.0,J4,1,0,0,32
986.0,J1,1,1,1,33
986.0,J2,0,0,0,33
986.0,J3,1,0,0,33
986.0,J4,0,2,2,33
991.0,J1,1,3,3,34
991.0,J2,1,1,2,34
991.0,J3,0,3,3,34
991.0,J4,0,1,1,34
996.0,J1,2,2,2,29
996.0,J2,1,0,0,29
996.0,J3,0,0,0,29
996.0,J4,1,1,1,29
1001.0,J1,2,1,1,30
1001.0,J2,0,1,1,30
1001.0,J3,3,2,2,30
1001.0,J4,1,1,1,30
1006.0,J1,3,2,2,30
1006.0,J2,0,1,1,30
1006.0,J3,3,2,2,30
1006.0,J4,0,1,1,30
1011.0,J1,3,1,1,33
1011.0,J2,1,2,2,33
1011.0,J3,1,3,3,33
1011.0,J4,0,0,0,33
1016.0,J1,1,1,1,32
1016.0,J2,1,0,0,32
1016.0,J3,1,2,2,32
1016.0,J4,1,2,2,32
1021.0,J1,1,2,2,34
1021.0,J2,0,1,1,34
1021.0,J3,0,3,3,34
1021.0,J4,1,1,1,34
1026.0,J1,0,1,1,31
1026.0,J2,0,2,2,31
1026.0,J3,0,0,0,31
1026.0,J4,0,0,0,31
1031.0,J1,0,1,1,30
1031.0,J2,2,3,3,30
1031.0,J3,0,0,0,30
1031.0,J4,0,1,1,30
1036.0,J1,1,1,2,32
1036.0,J2,2,0,2,32
1036.0,J3,1,1,2,32
1036.0,J4,1,1,2,32
1041.0,J1,1,1,1,35
1041.0,J2,1,4,4,35
1041.0,J3,1,1,1,35
1041.0,J4,1,2,2,35
1046.0,J1,0,0,0,34
1046.0,J2,1,1,1,34
1046.0,J3,0,0,1,34
1046.0,J4,0,1,1,34
1051.0,J1,0,2,2,33
1051.0,J2,3,3,3,33
1051.0,J3,0,1,1,33
1051.0,J4,0,1,1,33
1056.0,J1,3,1,1,30
1056.0,J2,3,1,1,30
1056.0,J3,1,1,1,30
1056.0,J4,3,1,1,30
1061.0,J1,3,2,2,32
1061.0,J2,1,2,3,32
1061.0,J3,1,0,0,32
1061.0,J4,3,0,1,32
1066.0,J1,1,2,2,34
1066.0,J2,1,3,3,34
1066.0,J3,0,2,2,34
1066.0,J4,1,3,3,34
1071.0,J1,1,2,2,36
1071.0,J2,2,4,4,36
1071.0,J3,0,0,0,36
1071.0,J4,1,0,0,36
1076.0,J1,3,1,1,34
1076.0,J2,2,2,2,34
1076.0,J3,0,0,0,34
1076.0,J4,0,0,0,34
1081.0,J1,3,2,2,36
1081.0,J2,0,4,4,36
1081.0,J3,0,2,2,36
1081.0,J4,0,1,2,36
1086.0,J1,0,1,1,35
1086.0,J2,0,1,3,35
1086.0,J3,1,1,1,35
1086.0,J4,1,0,2,35
1091.0,J1,0,2,2,36
1091.0,J2,1,5,5,36
1091.0,J3,1,0,0,36
1091.0,J4,1,0,0,36
1096.0,J1,1,2,2,37
1096.0,J2,1,0,0,37
1096.0,J3,0,1,1,37
1096.0,J4,0,0,0,37
1101.0,J1,1,2,2,32
1101.0,J2,0,2,2,32
1101.0,J3,0,0,0,32
1101.0,J4,0,0,1,32
1106.0,J1,3,1,1,30
1106.0,J2,0,2,2,30
1106.0,J3,0,0,0,30
1106.0,J4,0,0,0,30
1111.0,J1,3,1,1,33
1111.0,J2,2,3,3,33
1111.0,J3,0,1,1,33
1111.0,J4,1,0,1,33
1116.0,J1,0,0,0,30
1116.0,J2,2,2,2,30
1116.0,J3,1,1,1,30
1116.0,J4,1,1,1,30
1121.0,J1,0,2,2,34
1121.0,J2,1,4,4,34
1121.0,J3,1,1,1,34
1121.0,J4,3,2,2,34
1126.0,J1,1,2,2,33
1126.0,J2,1,1,1,33
1126.0,J3,0,2,2,33
1126.0,J4,3,0,0,33
1131.0,J1,1,2,2,32
1131.0,J2,0,2,2,32
1131.0,J3,0,0,0,32
1131.0,J4,0,0,0,32
1136.0,J1,3,2,2,30
1136.0,J2,0,1,1,30
1136.0,J3,0,0,0,30
1136.0,J4,0,0,0,30
1141.0,J1,3,2,2,33
1141.0,J2,2,3,3,33
1141.0,J3,1,2,2,33
1141.0,J4,1,0,1,33
1146.0,J1,0,0,0,34
1146.0,J2,2,2,2,34
1146.0,J3,1,0,0,34
1146.0,J4,1,0,0,34
1151.0,J1,0,2,2,33
1151.0,J2,1,4,4,33
1151.0,J3,3,1,1,33
1151.0,J4,0,0,0,33
1156.0,J1,1,2,2,32
1156.0,J2,1,1,1,32
1156.0,J3,3,1,1,32
1156.0,J4,0,0,0,32
1161.0,J1,1,2,3,32
1161.0,J2,0,2,2,32
1161.0,J3,0,1,1,32
1161.0,J4,0,1,1,32
1166.0,J1,2,1,2,33
1166.0,J2,0,2,2,33
1166.0,J3,0,0,0,33
1166.0,J4,0,0,0,33
1171.0,J1,2,3,3,34
1171.0,J2,2,3,3,34
1171.0,J3,0,1,1,34
1171.0,J4,0,0,0,34
1176.0,J1,3,2,2,33
1176.0,J2,2,1,1,33
1176.0,J3,1,1,1,33
1176.0,J4,1,3,3,33
1181.0,J1,3,2,2,34
1181.0,J2,1,3,3,34
1181.0,J3,1,0,0,34
1181.0,J4,1,0,0,34
1186.0,J1,2,2,3,33
1186.0,J2,1,1,1,33
1186.0,J3,0,1,1,33
1186.0,J4,0,0,0,33
1191.0,J1,2,3,3,34
1191.0,J2,0,4,4,34
1191.0,J3,0,0,0,34
1191.0,J4,0,0,0,34
1196.0,J1,1,2,2,30
1196.0,J2,0,1,1,30
1196.0,J3,3,1,1,30
1196.0,J4,0,0,0,30
1201.0,J1,1,3,3,35
1201.0,J2,3,2,2,35
1201.0,J3,3,2,2,35
1201.0,J4,1,2,2,35
1206.0,J1,2,2,2,35
1206.0,J2,3,1,1,35
1206.0,J3,1,0,0,35
1206.0,J4,1,1,1,35
1211.0,J1,2,3,3,35
1211.0,J2,0,3,3,35
1211.0,J3,1,0,0,35
1211.0,J4,0,2,2,35
1216.0,J1,3,3,3,35
1216.0,J2,0,2,2,35
1216.0,J3,0,1,1,35
1216.0,J4,0,0,0,35
1221.0,J1,3,2,2,36
1221.0,J2,1,4,4,36
1221.0,J3,0,0,0,36
1221.0,J4,0,0,0,36
1226.0,J1,2,0,0,30
1226.0,J2,1,1,1,30
1226.0,J3,1,2,2,30
1226.0,J4,0,0,0,30
1231.0,J1,2,4,4,31
1231.0,J2,0,3,3,31
1231.0,J3,1,2,2,31
1231.0,J4,0,0,0,31
1236.0,J1,1,3,3,31
1236.0,J2,0,1,1,31
1236.0,J3,0,1,1,31
1236.0,J4,0,0,0,31
1241.0,J1,1,3,3,35
1241.0,J2,1,1,2,35
1241.0,J3,0,2,2,35
1241.0,J4,1,2,2,35
1246.0,J1,3,3,3,34
1246.0,J2,1,1,1,34
1246.0,J3,3,2,2,34
1246.0,J4,1,0,0,34
1251.0,J1,3,1,1,36
1251.0,J2,0,2,2,36
1251.0,J3,3,0,1,36
1251.0,J4,0,1,1,36
1256.0,J1,0,0,0,33
1256.0,J2,0,1,1,33
1256.0,J3,0,1,1,33
1256.0,J4,0,0,0,33
1261.0,J1,0,2,2,36
1261.0,J2,2,3,3,36
1261.0,J3,0,5,5,36
1261.0,J4,1,1,1,36
1266.0,J1,3,1,1,34
1266.0,J2,2,1,1,34
1266.0,J3,1,5,5,34
1266.0,J4,1,0,0,34
1271.0,J1,3,3,3,33
1271.0,J2,1,4,4,33
1271.0,J3,1,0,0,33
1271.0,J4,0,0,0,33
1276.0,J1,1,3,3,33
1276.0,J2,1,1,1,33
1276.0,J3,0,2,2,33
1276.0,J4,0,0,0,33
1281.0,J1,1,1,1,34
1281.0,J2,0,2,2,34
1281.0,J3,0,2,2,34
1281.0,J4,0,1,1,34
1286.0,J1,0,0,0,32
1286.0,J2,0,1,1,32
1286.0,J3,3,1,1,32
1286.0,J4,0,0,0,32
1291.0,J1,0,2,2,33
1291.0,J2,1,2,2,33
1291.0,J3,3,2,2,33
1291.0,J4,0,0,0,33
1296.0,J1,3,1,1,31
1296.0,J2,1,2,2,31
1296.0,J3,0,1,1,31
1296.0,J4,1,3,3,31
1301.0,J1,3,1,1,34
1301.0,J2,2,3,3,34
1301.0,J3,0,4,4,34
1301.0,J4,1,1,1,34
1306.0,J1,2,1,1,34
1306.0,J2,2,1,1,34
1306.0,J3,1,6,6,34
1306.0,J4,0,1,1,34
1311.0,J1,2,3,3,38
1311.0,J2,0,2,2,38
1311.0,J3,1,1,1,38
1311.0,J4,0,1,1,38
1316.0,J1,1,2,2,33
1316.0,J2,0,1,1,33
1316.0,J3,0,1,1,33
1316.0,J4,1,1,2,33
1321.0,J1,1,3,3,34
1321.0,J2,1,4,4,34
1321.0,J3,0,3,3,34
1321.0,J4,1,1,1,34
1326.0,J1,3,2,2,34
1326.0,J2,1,1,1,34
1326.0,J3,3,1,1,34
1326.0,J4,0,0,0,34
1331.0,J1,3,1,1,31
1331.0,J2,2,2,2,31
1331.0,J3,3,0,0,31
1331.0,J4,0,0,0,31
1336.0,J1,0,1,1,34
1336.0,J2,2,0,0,34
1336.0,J3,1,2,2,34
1336.0,J4,0,0,0,34
1341.0,J1,0,2,2,33
1341.0,J2,1,2,3,33
1341.0,J3,1,2,2,33
1341.0,J4,3,1,1,33
1346.0,J1,1,1,1,33
1346.0,J2,1,1,1,33
1346.0,J3,0,2,2,33
1346.0,J4,3,3,3,33
1351.0,J1,1,2,2,33
1351.0,J2,0,3,3,33
1351.0,J3,0,1,1,33
1351.0,J4,1,3,3,33
1356.0,J1,3,1,1,32
1356.0,J2,0,2,2,32
1356.0,J3,0,0,0,32
1356.0,J4,1,0,0,32
1361.0,J1,3,1,1,35
1361.0,J2,2,3,3,35
1361.0,J3,1,1,1,35
1361.0,J4,0,3,3,35
1366.0,J1,2,2,2,34
1366.0,J2,2,0,1,34
1366.0,J3,1,1,1,34
1366.0,J4,0,1,1,34
1371.0,J1,2,2,2,36
1371.0,J2,1,2,3,36
1371.0,J3,0,0,0,36
1371.0,J4,1,1,1,36
1376.0,J1,1,1,1,30
1376.0,J2,1,0,1,30
1376.0,J3,0,0,0,30
1376.0,J4,1,0,0,30
1381.0,J1,1,3,3,31
1381.0,J2,0,2,3,31
1381.0,J3,1,2,2,31
1381.0,J4,0,1,1,31
1386.0,J1,0,1,1,32
1386.0,J2,0,2,2,32
1386.0,J3,1,0,0,32
1386.0,J4,0,0,0,32
1391.0,J1,0,2,2,32
1391.0,J2,2,4,4,32
1391.0,J3,0,0,0,32
1391.0,J4,1,1,1,32
1396.0,J1,2,3,3,33
1396.0,J2,2,1,1,33
1396.0,J3,0,1,1,33
1396.0,J4,1,0,0,33
1401.0,J1,2,2,2,34
1401.0,J2,1,3,3,34
1401.0,J3,1,4,4,34
1401.0,J4,0,1,1,34
1406.0,J1,1,2,2,31
1406.0,J2,1,0,0,31
1406.0,J3,1,1,1,31
1406.0,J4,0,0,0,31
1411.0,J1,1,2,2,32
1411.0,J2,3,3,3,32
1411.0,J3,3,1,2,32
1411.0,J4,0,0,0,32
1416.0,J1,2,2,2,31
1416.0,J2,3,2,2,31
1416.0,J3,3,0,0,31
1416.0,J4,0,0,0,31
1421.0,J1,2,2,2,33
1421.0,J2,0,4,4,33
1421.0,J3,1,1,1,33
1421.0,J4,1,1,1,33
1426.0,J1,0,3,3,34
1426.0,J2,0,1,1,34
1426.0,J3,1,1,1,34
1426.0,J4,1,0,0,34
1431.0,J1,0,2,2,38
1431.0,J2,1,3,3,38
1431.0,J3,3,1,1,38
1431.0,J4,0,0,0,38
1436.0,J1,3,2,2,31
1436.0,J2,1,1,1,31
1436.0,J3,3,0,0,31
1436.0,J4,0,0,0,31
1441.0,J1,3,4,4,33
1441.0,J2,0,3,3,33
1441.0,J3,0,2,2,33
1441.0,J4,0,1,1,33
1446.0,J1,1,3,3,32
1446.0,J2,0,1,1,32
1446.0,J3,0,0,0,32
1446.0,J4,0,0,0,32
1451.0,J1,1,2,4,33
1451.0,J2,3,3,3,33
1451.0,J3,0,0,0,33
1451.0,J4,0,0,0,33
1456.0,J1,2,5,5,35
1456.0,J2,3,0,0,35
1456.0,J3,0,1,1,35
1456.0,J4,1,3,3,35
1461.0,J1,2,2,2,34
1461.0,J2,1,3,3,34
1461.0,J3,1,1,1,34
1461.0,J4,1,0,0,34
1466.0,J1,3,1,1,36
1466.0,J2,1,1,1,36
1466.0,J3,1,0,0,36
1466.0,J4,0,1,1,36
1471.0,J1,3,2,2,38
1471.0,J2,0,3,3,38
1471.0,J3,0,3,3,38
1471.0,J4,0,0,0,38
1476.0,J1,2,3,3,35
1476.0,J2,0,0,0,35
1476.0,J3,0,0,0,35
1476.0,J4,0,0,0,35
1481.0,J1,2,4,4,37
1481.0,J2,1,1,2,37
1481.0,J3,3,2,2,37
1481.0,J4,1,2,2,37
1486.0,J1,1,4,4,33
1486.0,J2,1,1,1,33
1486.0,J3,3,1,1,33
1486.0,J4,1,0,0,33
1491.0,J1,1,2,2,35
1491.0,J2,0,2,2,35
1491.0,J3,0,1,1,35
1491.0,J4,0,0,0,35
1496.0,J1,3,2,2,32
1496.0,J2,0,0,0,32
1496.0,J3,0,0,0,32
1496.0,J4,0,0,0,32
1501.0,J1,3,2,2,34
1501.0,J2,1,2,2,34
1501.0,J3,1,2,2,34
1501.0,J4,3,1,1,34
1506.0,J1,0,0,0,32
1506.0,J2,1,1,1,32
1506.0,J3,1,0,0,32
1506.0,J4,3,2,2,32
1511.0,J1,0,2,2,32
1511.0,J2,2,3,3,32
1511.0,J3,0,1,1,32
1511.0,J4,1,2,2,32
1516.0,J1,1,2,2,31
1516.0,J2,2,1,1,31
1516.0,J3,0,1,1,31
1516.0,J4,1,0,0,31
1521.0,J1,1,2,2,34
1521.0,J2,1,3,3,34
1521.0,J3,0,1,1,34
1521.0,J4,0,1,1,34
1526.0,J1,3,1,1,32
1526.0,J2,1,1,1,32
1526.0,J3,0,0,0,32
1526.0,J4,0,0,0,32
1531.0,J1,3,1,1,32
1531.0,J2,0,2,3,32
1531.0,J3,0,1,1,32
1531.0,J4,1,1,1,32
1536.0,J1,0,1,1,31
1536.0,J2,0,1,1,31
1536.0,J3,1,1,1,31
1536.0,J4,1,0,0,31
1541.0,J1,0,2,2,33
1541.0,J2,1,2,2,33
1541.0,J3,1,0,0,33
1541.0,J4,0,1,1,33
1546.0,J1,1,2,2,32
1546.0,J2,1,2,2,32
1546.0,J3,0,2,2,32
1546.0,J4,0,0,0,32
1551.0,J1,1,2,2,31
1551.0,J2,2,4,4,31
1551.0,J3,0,0,0,31
1551.0,J4,0,0,0,31
1556.0,J1,3,2,2,28
1556.0,J2,2,0,0,28
1556.0,J3,0,0,0,28
1556.0,J4,3,1,1,28
1561.0,J1,3,2,2,32
1561.0,J2,1,3,3,32
1561.0,J3,0,2,2,32
1561.0,J4,3,1,1,32
1566.0,J1,1,0,0,31
1566.0,J2,1,1,1,31
1566.0,J3,1,0,0,31
1566.0,J4,1,2,2,31
1571.0,J1,1,1,1,32
1571.0,J2,0,2,2,32
1571.0,J3,1,0,0,32
1571.0,J4,1,1,1,32
1576.0,J1,0,1,1,34
1576.0,J2,0,1,1,34
1576.0,J3,1,1,1,34
1576.0,J4,0,1,1,34
1581.0,J1,0,2,2,33
1581.0,J2,1,2,2,33
1581.0,J3,0,2,2,33
1581.0,J4,0,0,1,33
1586.0,J1,1,1,1,31
1586.0,J2,1,2,2,31
1586.0,J3,0,0,0,31
1586.0,J4,1,2,2,31
1591.0,J1,1,3,3,32
1591.0,J2,2,3,3,32
1591.0,J3,1,2,2,32
1591.0,J4,1,0,0,32
1596.0,J1,3,2,2,30
1596.0,J2,2,1,1,30
1596.0,J3,1,0,0,30
1596.0,J4,0,2,2,30
1601.0,J1,3,1,1,33
1601.0,J2,0,2,2,33
1601.0,J3,0,1,1,33
1601.0,J4,0,3,3,33
1606.0,J1,0,1,1,31
1606.0,J2,0,0,0,31
1606.0,J3,0,2,2,31
1606.0,J4,1,2,2,31
1611.0,J1,0,2,2,32
1611.0,J2,1,3,3,32
1611.0,J3,1,2,2,32
1611.0,J4,1,1,1,32
1616.0,J1,1,1,1,31
1616.0,J2,1,1,1,31
1616.0,J3,1,0,0,31
1616.0,J4,3,0,1,31
1621.0,J1,1,3,3,32
1621.0,J2,2,3,3,32
1621.0,J3,0,1,1,32
1621.0,J4,3,1,1,32
1626.0,J1,3,2,2,32
1626.0,J2,2,1,1,32
1626.0,J3,0,0,0,32
1626.0,J4,0,1,1,32
1631.0,J1,3,1,1,32
1631.0,J2,0,2,2,32
1631.0,J3,0,0,0,32
1631.0,J4,0,1,1,32
1636.0,J1,0,1,1,33
1636.0,J2,0,0,0,33
1636.0,J3,1,2,2,33
1636.0,J4,1,2,3,33
1641.0,J1,0,2,2,35
1641.0,J2,1,4,4,35
1641.0,J3,1,1,1,35
1641.0,J4,1,1,1,35
1646.0,J1,1,1,1,33
1646.0,J2,1,1,1,33
1646.0,J3,3,1,1,33
1646.0,J4,0,0,0,33
1651.0,J1,1,2,2,32
1651.0,J2,2,2,2,32
1651.0,J3,3,1,1,32
1651.0,J4,0,0,0,32
1656.0,J1,2,2,2,30
1656.0,J2,2,0,1,30
1656.0,J3,0,0,0,30
1656.0,J4,0,0,0,30
1661.0,J1,2,3,3,33
1661.0,J2,0,1,2,33
1661.0,J3,0,1,1,33
1661.0,J4,1,1,1,33
1666.0,J1,3,3,3,32
1666.0,J2,0,1,1,32
1666.0,J3,1,3,3,32
1666.0,J4,1,0,0,32
1671.0,J1,3,3,3,35
1671.0,J2,1,3,3,35
1671.0,J3,1,1,1,35
1671.0,J4,0,1,1,35
1676.0,J1,0,2,2,31
1676.0,J2,1,0,0,31
1676.0,J3,3,0,1,31
1676.0,J4,0,0,0,31
1681.0,J1,0,4,4,33
1681.0,J2,0,2,2,33
1681.0,J3,3,2,2,33
1681.0,J4,0,1,1,33
1686.0,J1,1,3,3,31
1686.0,J2,0,1,1,31
1686.0,J3,0,0,0,31
1686.0,J4,0,0,0,31
1691.0,J1,1,4,4,31
1691.0,J2,1,2,2,31
1691.0,J3,0,0,0,31
1691.0,J4,0,0,0,31
1696.0,J1,2,4,5,34
1696.0,J2,1,1,1,34
1696.0,J3,0,1,1,34
1696.0,J4,1,2,2,34
1701.0,J1,2,2,2,33
1701.0,J2,3,2,2,33
1701.0,J3,1,1,1,33
1701.0,J4,1,0,0,33
1706.0,J1,0,1,1,33
1706.0,J2,3,0,0,33
1706.0,J3,1,0,0,33
1706.0,J4,0,1,1,33
1711.0,J1,0,3,3,35
1711.0,J2,1,1,2,35
1711.0,J3,3,1,2,35
1711.0,J4,0,1,1,35
1716.0,J1,2,3,3,32
1716.0,J2,1,2,2,32
1716.0,J3,3,1,1,32
1716.0,J4,1,2,2,32
1721.0,J1,2,4,4,36
1721.0,J2,0,4,4,36
1721.0,J3,1,1,2,36
1721.0,J4,1,1,1,36
1726.0,J1,1,4,4,36
1726.0,J2,0,0,0,36
1726.0,J3,1,1,1,36
1726.0,J4,0,0,0,36
1731.0,J1,1,4,4,38
1731.0,J2,3,2,2,38
1731.0,J3,0,0,0,38
1731.0,J4,0,1,1,38
1736.0,J1,3,4,4,33
1736.0,J2,3,1,1,33
1736.0,J3,0,0,0,33
1736.0,J4,1,1,1,33
1741.0,J1,3,5,5,34
1741.0,J2,0,4,4,34
1741.0,J3,1,2,2,34
1741.0,J4,1,0,0,34
1746.0,J1,2,4,4,35
1746.0,J2,0,2,2,35
1746.0,J3,1,0,0,35
1746.0,J4,0,0,0,35
1751.0,J1,2,3,3,35
1751.0,J2,1,4,4,35
1751.0,J3,0,1,1,35
1751.0,J4,0,0,0,35
1756.0,J1,1,3,3,35
1756.0,J2,1,1,1,35
1756.0,J3,0,2,2,35
1756.0,J4,0,0,0,35
1761.0,J1,1,3,3,36
1761.0,J2,0,2,2,36
1761.0,J3,3,2,2,36
1761.0,J4,0,1,1,36
1766.0,J1,3,2,2,37
1766.0,J2,0,1,1,37
1766.0,J3,3,0,0,37
1766.0,J4,0,0,0,37
1771.0,J1,3,2,2,39
1771.0,J2,1,4,4,39
1771.0,J3,0,3,3,39
1771.0,J4,0,0,0,39
1776.0,J1,2,1,1,38
1776.0,J2,1,0,0,38
1776.0,J3,0,1,1,38
1776.0,J4,1,2,2,38
1781.0,J1,2,1,1,38
1781.0,J2,0,1,1,38
1781.0,J3,1,4,4,38
1781.0,J4,1,1,1,38
1786.0,J1,1,2,2,36
1786.0,J2,0,2,2,36
1786.0,J3,1,1,1,36
1786.0,J4,0,1,1,36
1791.0,J1,1,2,2,38
1791.0,J2,2,3,3,38
1791.0,J3,0,1,1,38
1791.0,J4,0,0,0,38
1796.0,J1,3,2,2,34
1796.0,J2,2,0,0,34
1796.0,J3,0,0,0,34
1796.0,J4,1,2,3,34
1801.0,J1,3,2,2,38
1801.0,J2,1,4,4,38
1801.0,J3,0,2,2,38
1801.0,J4,1,2,2,38
1806.0,J1,2,0,0,35
1806.0,J2,1,1,1,35
1806.0,J3,1,1,1,35
1806.0,J4,0,2,2,35
1811.0,J1,2,2,2,33
1811.0,J2,0,2,2,33
1811.0,J3,1,0,0,33
1811.0,J4,0,0,1,33
1816.0,J1,1,2,2,35
1816.0,J2,0,1,1,35
1816.0,J3,0,1,1,35
1816.0,J4,3,0,1,35
1821.0,J1,1,2,2,32
1821.0,J2,1,2,3,32
1821.0,J3,0,0,0,32
1821.0,J4,3,0,1,32
1826.0,J1,3,1,1,31
1826.0,J2,1,2,2,31
1826.0,J3,0,0,0,31
1826.0,J4,1,3,3,31
1831.0,J1,3,1,1,34
